localmappingnumber,kf_id,track_frame_id,timestamp_ms,kf_insertion_ms,map_points_total,new_map_points,queue_length,kf_culled,mean_reprojection_error,max_reprojection_error,optimization_time_ms,ba_executed,ba_aborted,ba_iters,tracking_lost,source,event_type,timestamp,rel_time_s,map_id,tracking_state,imu_initialized,ba_type,num_opt_kf,num_fixed_kf,num_mappoints,num_edges,visual_chi2_before,visual_chi2_after,imu_chi2_before,imu_chi2_after,imu_chi2_mean,imu_chi2_max,imu_rot_res_mean,imu_vel_res_mean,imu_pos_res_mean,gyro_rw_chi2,acc_rw_chi2,bias_delta_norm,velocity_delta_norm,pose_correction_trans_norm,pose_correction_rot_deg,init_scale,init_bg_norm,init_ba_norm,init_prior_g,init_prior_a,init_full_ba
53,52,832,1778812616680,3.750,4922,995,0,0,0.8446,9.3733,42.666,1,0,3,0,LocalMapping,LOCAL_BA,1403715565.512143,41.600000,0,OK,no,LocalBundleAdjustment,22,19,2647,8402,0.702774,0.611015,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.015083,0.311533,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
54,53,840,1778812617076,2.810,5077,1075,0,0,0.7035,9.3842,25.281,1,0,9,0,LocalMapping,LOCAL_BA,1403715565.912143,42.000000,0,OK,no,LocalBundleAdjustment,8,28,1978,5609,0.626522,0.564141,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.017421,0.401538,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
55,54,851,1778812617641,2.876,5208,1178,0,0,0.2660,5.8163,9.033,1,0,9,0,LocalMapping,LOCAL_BA,1403715566.462143,42.550000,0,OK,no,LocalBundleAdjustment,2,19,1154,1661,0.397163,0.235984,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.007848,0.247082,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
56,55,860,1778812618115,2.591,5176,1018,0,0,0.3583,5.0040,6.713,1,0,10,0,LocalMapping,LOCAL_BA,1403715566.912143,43.000000,0,OK,no,LocalBundleAdjustment,2,2,967,1343,0.326908,0.157650,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.020456,0.294751,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
57,56,866,1778812618439,2.742,5369,1082,0,0,0.4034,4.0758,9.541,1,0,10,0,LocalMapping,LOCAL_BA,1403715567.212143,43.300000,0,OK,no,LocalBundleAdjustment,3,2,1160,1794,0.476678,0.300247,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.043203,0.577430,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
58,57,876,1778812618970,2.790,5758,1408,0,0,0.2641,2.9664,10.265,1,0,10,0,LocalMapping,LOCAL_BA,1403715567.712143,43.800000,0,OK,no,LocalBundleAdjustment,2,2,1329,1872,0.346992,0.124671,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.033422,0.502021,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
59,58,884,1778812619393,2.721,5917,1396,0,0,0.2448,4.1995,8.568,1,0,10,0,LocalMapping,LOCAL_BA,1403715568.112143,44.200000,0,OK,no,LocalBundleAdjustment,2,2,1240,1640,0.273390,0.086239,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.012256,0.158259,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
60,59,891,1778812619767,2.771,5975,1154,0,0,0.3380,4.1934,9.921,1,0,9,0,LocalMapping,LOCAL_BA,1403715568.462143,44.550000,0,OK,no,LocalBundleAdjustment,3,2,1298,1836,0.274838,0.118151,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.007773,0.118694,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
61,60,902,1778812620348,2.893,6216,1248,0,0,0.2852,4.4085,8.612,1,0,10,0,LocalMapping,LOCAL_BA,1403715569.012143,45.100000,0,OK,no,LocalBundleAdjustment,2,2,1194,1486,0.304680,0.157331,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.069235,0.774807,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
62,61,914,1778812620988,2.756,6306,1175,0,0,0.2148,5.0757,8.668,1,0,10,0,LocalMapping,LOCAL_BA,1403715569.612143,45.700000,0,OK,no,LocalBundleAdjustment,2,2,1166,1393,0.293217,0.119718,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.340874,3.758381,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
63,62,925,1778812621575,2.606,6330,1174,0,0,0.3418,4.7414,9.622,1,0,10,0,LocalMapping,LOCAL_BA,1403715570.162143,46.250000,0,OK,no,LocalBundleAdjustment,3,2,1190,1535,0.434988,0.156979,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.192072,1.924781,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
64,63,932,1778812621937,1.186,6181,905,0,0,0.4749,7.3322,4.919,1,0,3,0,LocalMapping,LOCAL_BA,1403715570.512143,46.600000,0,OK,no,LocalBundleAdjustment,3,1,946,1306,0.395573,0.206376,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.021646,0.268341,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
65,64,935,1778812622097,1.953,6303,915,0,0,0.3922,7.2243,4.923,1,0,3,0,LocalMapping,LOCAL_BA,1403715570.662143,46.750000,0,OK,no,LocalBundleAdjustment,3,2,998,1326,0.324377,0.232612,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.008603,0.096913,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
66,65,941,1778812622421,2.264,6555,1081,0,0,0.2400,3.7298,7.194,1,0,10,0,LocalMapping,LOCAL_BA,1403715570.962143,47.050000,0,OK,no,LocalBundleAdjustment,2,3,1081,1319,0.369440,0.199332,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.018478,0.514343,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
67,66,950,1778812622901,2.407,6393,900,0,0,0.4194,4.3587,6.278,1,0,9,0,LocalMapping,LOCAL_BA,1403715571.412143,47.500000,0,OK,no,LocalBundleAdjustment,3,3,919,1278,0.488062,0.282468,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.033950,0.842094,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
68,67,959,1778812623383,2.251,6635,1067,0,0,0.4660,5.1555,8.812,1,0,10,0,LocalMapping,LOCAL_BA,1403715571.862143,47.950000,0,OK,no,LocalBundleAdjustment,4,3,1161,1639,0.645611,0.294020,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.043977,1.093606,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
69,68,983,1778812624657,2.145,6976,1312,0,0,0.3447,6.2948,9.970,1,0,10,0,LocalMapping,LOCAL_BA,1403715573.062143,49.150000,0,OK,no,LocalBundleAdjustment,3,2,1402,1887,0.363308,0.227117,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.040398,1.061647,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
70,69,1002,1778812625665,2.286,7256,1534,0,0,0.2676,6.4150,11.773,1,0,10,0,LocalMapping,LOCAL_BA,1403715574.012143,50.100000,0,OK,no,LocalBundleAdjustment,3,3,1624,2150,0.304333,0.187825,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.023220,0.615485,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
71,70,1014,1778812626292,2.950,7068,1254,0,0,0.2442,5.1922,7.471,1,0,8,0,LocalMapping,LOCAL_BA,1403715574.612143,50.700000,0,OK,no,LocalBundleAdjustment,2,3,1215,1503,0.293745,0.127939,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.009413,0.265408,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
72,71,1029,1778812627083,2.311,6915,990,0,0,0.3904,5.2123,6.055,1,0,3,0,LocalMapping,LOCAL_BA,1403715575.362143,51.450000,0,OK,no,LocalBundleAdjustment,3,3,1062,1486,0.366223,0.190497,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.010206,0.209357,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
73,72,1045,1778812627926,2.171,6929,903,0,0,0.4414,5.2891,9.030,1,0,9,0,LocalMapping,LOCAL_BA,1403715576.162143,52.250000,0,OK,no,LocalBundleAdjustment,4,3,1076,1599,0.395906,0.225432,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.027774,0.676086,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
74,73,1057,1778812628561,2.303,7177,1072,0,0,0.3893,5.3055,6.495,1,0,3,0,LocalMapping,LOCAL_BA,1403715576.762143,52.850000,0,OK,no,LocalBundleAdjustment,4,2,1206,1695,0.375103,0.198065,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.004794,0.148038,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
75,74,1083,1778812629944,2.412,7263,1093,0,0,0.4457,6.3466,7.297,1,0,3,0,LocalMapping,LOCAL_BA,1403715578.062143,54.150000,0,OK,no,LocalBundleAdjustment,5,2,1292,1882,0.434829,0.219742,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.023008,0.555319,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
76,75,1094,1778812630531,2.689,7447,1216,0,0,0.4798,6.4051,12.091,1,0,10,0,LocalMapping,LOCAL_BA,1403715578.612143,54.700000,0,OK,no,LocalBundleAdjustment,6,3,1477,2229,0.553501,0.278695,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.009613,0.137056,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
77,76,1098,1778812630737,2.168,7407,1098,0,0,0.3678,5.2131,7.113,1,0,3,0,LocalMapping,LOCAL_BA,1403715578.812143,54.900000,0,OK,no,LocalBundleAdjustment,3,7,1200,1741,0.357897,0.253898,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001540,0.039565,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
78,77,1108,1778812631271,3.057,7152,749,0,0,0.6043,5.4281,6.297,1,0,3,0,LocalMapping,LOCAL_BA,1403715579.312143,55.400000,0,OK,no,LocalBundleAdjustment,4,7,950,1657,0.532998,0.379621,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002475,0.062557,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
79,78,1116,1778812631698,2.471,7125,661,0,0,0.7919,6.4955,13.670,1,0,8,0,LocalMapping,LOCAL_BA,1403715579.712143,55.800000,0,OK,no,LocalBundleAdjustment,9,4,1272,2663,0.629777,0.442101,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.016102,0.234068,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
80,79,1125,1778812632177,2.341,7355,853,0,0,0.7781,6.9957,12.804,1,0,3,0,LocalMapping,LOCAL_BA,1403715580.162143,56.250000,0,OK,no,LocalBundleAdjustment,11,3,1503,3069,0.657806,0.434415,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.008121,0.181308,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
81,80,1137,1778812632807,2.353,7557,1016,0,0,0.7194,7.0240,12.102,1,0,4,0,LocalMapping,LOCAL_BA,1403715580.762143,56.850000,0,OK,no,LocalBundleAdjustment,9,5,1488,2897,0.621456,0.452528,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.009848,0.158259,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
82,81,1182,1778812635174,2.001,7649,1119,0,0,0.7440,7.0158,13.439,1,0,4,0,LocalMapping,LOCAL_BA,1403715583.012143,59.100000,0,OK,no,LocalBundleAdjustment,10,5,1636,3242,0.674462,0.478939,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.013800,0.290740,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
83,82,1201,1778812636169,2.072,7597,968,0,0,0.7662,7.0216,11.796,1,0,3,0,LocalMapping,LOCAL_BA,1403715583.962143,60.050000,0,OK,no,LocalBundleAdjustment,9,7,1501,3155,0.593063,0.482145,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.015525,0.301316,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
84,83,1223,1778812637340,2.418,7793,1167,0,0,0.7685,7.0536,17.413,1,0,5,0,LocalMapping,LOCAL_BA,1403715585.062143,61.150000,0,OK,no,LocalBundleAdjustment,14,3,1830,3899,0.877998,0.561917,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.012082,0.333378,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
85,84,1285,1778812640626,2.469,7651,916,0,0,0.8400,6.7393,16.359,1,0,4,0,LocalMapping,LOCAL_BA,1403715588.162143,64.250000,0,OK,no,LocalBundleAdjustment,14,5,1690,3930,0.719981,0.562465,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.008659,0.118694,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
86,85,1292,1778812640992,2.389,7513,737,0,0,0.9219,7.2429,14.932,1,0,4,0,LocalMapping,LOCAL_BA,1403715588.512143,64.600000,0,OK,no,LocalBundleAdjustment,12,9,1406,3715,0.746793,0.655273,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.005764,0.115350,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
87,86,1297,1778812641259,2.445,7586,753,0,0,0.9089,6.7930,16.871,1,0,4,0,LocalMapping,LOCAL_BA,1403715588.762143,64.850000,0,OK,no,LocalBundleAdjustment,12,12,1602,4316,0.916114,0.695878,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002858,0.068528,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
88,87,1302,1778812641515,2.377,7936,987,0,0,0.6510,5.9507,12.042,1,0,3,0,LocalMapping,LOCAL_BA,1403715589.012143,65.100000,0,OK,no,LocalBundleAdjustment,6,19,1533,3354,0.661370,0.531175,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002064,0.055953,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
89,88,1311,1778812641992,2.275,8044,1033,0,0,0.6489,5.9209,12.671,1,0,3,0,LocalMapping,LOCAL_BA,1403715589.462143,65.550000,0,OK,no,LocalBundleAdjustment,7,19,1643,3584,0.628017,0.520233,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002024,0.096913,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
90,89,1322,1778812642585,2.593,8344,1214,0,0,0.6570,6.4594,16.305,1,0,3,0,LocalMapping,LOCAL_BA,1403715590.012143,66.100000,0,OK,no,LocalBundleAdjustment,10,19,2081,4369,0.576265,0.498139,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.004633,0.079129,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
91,90,1346,1778812643862,2.333,8256,1113,0,0,0.7555,7.0161,22.243,1,0,4,0,LocalMapping,LOCAL_BA,1403715591.212143,67.300000,0,OK,no,LocalBundleAdjustment,14,14,2331,5808,0.723002,0.599461,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.005734,0.125115,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
92,91,1356,1778812644394,2.287,8241,1122,0,0,0.8208,7.0486,24.996,1,0,4,0,LocalMapping,LOCAL_BA,1403715591.712143,67.800000,0,OK,no,LocalBundleAdjustment,16,12,2375,6426,0.758159,0.645459,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003902,0.074019,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
93,92,1365,1778812644879,2.591,8271,1121,0,0,0.8660,7.9726,32.003,1,0,4,0,LocalMapping,LOCAL_BA,1403715592.162143,68.250000,0,OK,no,LocalBundleAdjustment,20,9,2478,6919,0.834376,0.645145,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.010434,0.158259,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
94,93,1372,1778812645248,2.700,8364,1068,0,0,0.8772,7.9349,30.860,1,0,4,0,LocalMapping,LOCAL_BA,1403715592.512143,68.600000,0,OK,no,LocalBundleAdjustment,20,10,2458,6997,1.136494,0.661560,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003306,0.068528,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
95,94,1381,1778812645719,2.557,8394,937,0,0,0.9292,6.8523,27.585,1,0,4,0,LocalMapping,LOCAL_BA,1403715592.962143,69.050000,0,OK,no,LocalBundleAdjustment,16,13,2197,6458,0.930455,0.857174,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003124,0.068528,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
96,95,1386,1778812645982,3.484,8465,864,0,0,0.9439,7.3141,24.885,1,0,4,0,LocalMapping,LOCAL_BA,1403715593.212143,69.300000,0,OK,no,LocalBundleAdjustment,17,12,2091,6304,0.821359,0.702945,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.014647,0.201741,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
97,96,1392,1778812646298,2.667,8682,1055,0,0,0.9469,7.3983,26.346,1,0,4,0,LocalMapping,LOCAL_BA,1403715593.512143,69.600000,0,OK,no,LocalBundleAdjustment,17,13,2163,6390,0.919763,0.727083,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.007281,0.137056,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
98,97,1404,1778812646922,2.939,8980,1201,0,0,0.6863,7.4136,17.442,1,0,10,0,LocalMapping,LOCAL_BA,1403715594.112143,70.200000,0,OK,no,LocalBundleAdjustment,4,21,1533,3682,0.736455,0.599194,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.015020,0.163129,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
99,98,1418,1778812647659,3.101,9191,1266,0,0,0.5205,7.3821,14.389,1,0,10,0,LocalMapping,LOCAL_BA,1403715594.812143,70.900000,0,OK,no,LocalBundleAdjustment,3,20,1459,2993,0.649244,0.472414,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.019740,0.269795,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
100,99,1427,1778812648132,2.360,9402,1266,0,0,0.4470,4.0513,12.660,1,0,10,0,LocalMapping,LOCAL_BA,1403715595.262143,71.350000,0,OK,no,LocalBundleAdjustment,3,8,1460,2461,0.452973,0.276297,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.010716,0.148038,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
101,100,1434,1778812648508,2.756,9648,1314,0,0,0.3941,5.5665,13.701,1,0,10,0,LocalMapping,LOCAL_BA,1403715595.612143,71.700000,0,OK,no,LocalBundleAdjustment,3,3,1471,2250,0.400744,0.224706,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.006571,0.055953,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
102,101,1445,1778812649089,2.376,9666,1147,0,0,0.4044,4.1006,10.692,1,0,10,0,LocalMapping,LOCAL_BA,1403715596.162143,72.250000,0,OK,no,LocalBundleAdjustment,3,2,1306,2025,0.417572,0.228431,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.027650,0.225554,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
103,102,1455,1778812649622,2.360,9762,1106,0,0,0.4963,4.6364,12.315,1,0,10,0,LocalMapping,LOCAL_BA,1403715596.662143,72.750000,0,OK,no,LocalBundleAdjustment,4,2,1402,2372,0.429942,0.280375,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.006805,0.068528,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
104,103,1465,1778812650161,2.913,9916,1129,0,0,0.5605,5.4038,16.645,1,0,9,0,LocalMapping,LOCAL_BA,1403715597.162143,73.250000,0,OK,no,LocalBundleAdjustment,5,2,1556,2810,0.477645,0.312434,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.007192,0.158259,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
105,104,1472,1778812650524,2.344,10136,1261,0,0,0.5371,5.4213,14.100,1,0,8,0,LocalMapping,LOCAL_BA,1403715597.512143,73.600000,0,OK,no,LocalBundleAdjustment,5,2,1604,2865,0.461930,0.311284,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.028329,0.365840,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
106,105,1481,1778812651003,2.258,10257,1314,0,0,0.6046,6.3319,12.480,1,0,3,0,LocalMapping,LOCAL_BA,1403715597.962143,74.050000,0,OK,no,LocalBundleAdjustment,6,2,1725,3214,0.442280,0.330321,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.021082,0.227282,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
107,106,1532,1778812653706,2.368,10449,1391,0,0,0.5830,6.2794,15.085,1,0,4,0,LocalMapping,LOCAL_BA,1403715600.512143,76.600000,0,OK,no,LocalBundleAdjustment,6,3,1805,3272,0.487805,0.325357,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.015727,0.167859,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
108,107,1542,1778812654235,2.442,10490,1250,0,0,0.6039,6.3018,12.797,1,0,3,0,LocalMapping,LOCAL_BA,1403715601.012143,77.100000,0,OK,no,LocalBundleAdjustment,6,4,1809,3375,0.454895,0.342640,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.007887,0.128204,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
109,108,1558,1778812655084,2.424,10625,1305,0,0,0.4603,5.6107,11.400,1,0,4,0,LocalMapping,LOCAL_BA,1403715601.812143,77.900000,0,OK,no,LocalBundleAdjustment,4,6,1670,2926,0.426793,0.320473,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.016139,0.301316,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
110,109,1588,1778812656699,2.458,10491,1076,0,0,0.6963,6.4335,19.679,1,0,5,0,LocalMapping,LOCAL_BA,1403715603.312143,79.400000,0,OK,no,LocalBundleAdjustment,9,3,1847,3781,0.554420,0.391376,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.013260,0.220287,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
111,110,1603,1778812657491,2.406,10194,665,0,0,0.7653,6.3598,14.719,1,0,3,0,LocalMapping,LOCAL_BA,1403715604.062143,80.150000,0,OK,no,LocalBundleAdjustment,10,3,1550,3620,0.485286,0.407185,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.009492,0.134170,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
112,111,1626,1778812658711,3.312,10056,512,0,0,0.8301,6.4519,13.757,1,0,3,0,LocalMapping,LOCAL_BA,1403715605.212143,81.300000,0,OK,no,LocalBundleAdjustment,11,3,1412,3666,0.511826,0.426489,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.005025,0.074019,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
