timestamp_s,elapsed_s,process_time_s,fps_avg,fps_cv_pct,frames_since_kf,tracking_state,feature_pts,tracked_mps,inlier_ratio,inlier_matches,ok_rate_pct,imu_queue_sz,cpu_pct,mem_kb,timeout_exceeded
0.047490,0.047490,0.000000,21.057,0.000,1,NOT_INITIALIZED,3836,0,0.0000,0,0.00,0,126.34,596624,0
0.098878,0.051388,0.000000,20.227,3.943,2,NOT_INITIALIZED,3843,0,0.0000,0,0.00,0,194.60,620520,0
0.150362,0.051484,0.000000,19.952,3.713,3,NOT_INITIALIZED,3834,0,0.0000,0,0.00,0,174.81,639012,0
0.201798,0.051436,0.000000,19.822,3.388,4,NOT_INITIALIZED,3839,0,0.0000,0,0.00,0,116.65,642012,0
0.253306,0.051508,0.000000,19.739,3.131,5,NOT_INITIALIZED,3815,0,0.0000,0,0.00,0,97.07,642232,0
0.304674,0.051369,0.000000,19.693,2.899,6,NOT_INITIALIZED,3852,0,0.0000,0,0.00,0,97.34,642292,0
0.356196,0.051522,0.000000,19.652,2.726,7,NOT_INITIALIZED,3787,0,0.0000,0,0.00,0,116.46,642304,0
0.408030,0.051834,0.000000,19.606,2.618,8,NOT_INITIALIZED,3884,0,0.0000,0,0.00,0,115.75,642544,0
0.459543,0.051512,0.000000,19.585,2.485,9,NOT_INITIALIZED,3799,0,0.0000,0,0.00,0,97.06,642872,0
0.511008,0.051465,0.000000,19.569,2.368,10,NOT_INITIALIZED,3839,0,0.0000,0,0.00,0,116.58,641516,0
0.562616,0.051608,0.000000,19.552,2.273,11,NOT_INITIALIZED,3829,0,0.0000,0,0.00,0,96.88,642128,0
0.614346,0.051730,0.000000,19.533,2.197,12,NOT_INITIALIZED,3803,0,0.0000,0,0.00,0,96.66,642500,0
0.665837,0.051491,0.000000,19.524,2.116,13,NOT_INITIALIZED,3849,0,0.0000,0,0.00,0,116.53,642560,0
0.717321,0.051484,0.000000,19.517,2.042,14,NOT_INITIALIZED,3860,0,0.0000,0,0.00,0,97.12,642620,0
0.769079,0.051759,0.000000,19.504,1.988,15,NOT_INITIALIZED,3805,0,0.0000,0,0.00,0,96.60,642660,0
0.820523,0.051443,0.000000,19.500,1.926,16,NOT_INITIALIZED,3827,0,0.0000,0,0.00,0,97.19,642704,0
0.874312,0.053789,0.000000,19.444,2.188,17,NOT_INITIALIZED,3868,0,0.0000,0,0.00,0,111.55,642704,0
0.924307,0.049995,0.000000,19.474,2.224,18,NOT_INITIALIZED,3860,0,0.0000,0,0.00,0,100.01,642768,0
0.976185,0.051878,0.000000,19.464,2.175,19,NOT_INITIALIZED,3843,0,0.0000,0,0.00,0,115.66,643016,0
1.027728,0.051543,0.000000,19.460,2.121,20,NOT_INITIALIZED,3794,0,0.0000,0,0.00,0,77.60,643072,0
1.079271,0.051543,0.000000,19.458,2.071,21,NOT_INITIALIZED,3806,0,0.0000,0,0.00,0,116.41,643108,0
1.131085,0.051814,0.000000,19.450,2.029,22,NOT_INITIALIZED,3804,0,0.0000,0,0.00,0,115.80,643112,0
1.182734,0.051648,0.000000,19.446,1.987,23,NOT_INITIALIZED,3826,0,0.0000,0,0.00,0,96.81,643180,0
1.234432,0.051698,0.000000,19.442,1.947,24,NOT_INITIALIZED,3837,0,0.0000,0,0.00,0,96.72,643200,0
1.285946,0.051514,0.000000,19.441,1.908,25,NOT_INITIALIZED,3814,0,0.0000,0,0.00,0,116.47,642032,0
1.337283,0.051338,0.000000,19.442,1.871,26,NOT_INITIALIZED,3781,0,0.0000,0,0.00,0,116.87,642428,0
1.388666,0.051383,0.000000,19.443,1.837,27,NOT_INITIALIZED,3831,0,0.0000,0,0.00,0,97.31,642464,0
1.440298,0.051632,0.000000,19.440,1.805,28,NOT_INITIALIZED,3821,0,0.0000,0,0.00,0,96.84,642608,0
1.491690,0.051393,0.000000,19.441,1.773,29,NOT_INITIALIZED,3876,0,0.0000,0,0.00,0,116.75,642668,0
1.544530,0.052840,0.000000,19.423,1.809,30,NOT_INITIALIZED,3822,0,0.0000,0,0.00,0,94.63,642112,0
1.595000,0.050469,0.000000,19.386,1.164,31,NOT_INITIALIZED,3866,0,0.0000,0,0.00,0,99.07,642472,0
1.646443,0.051444,0.000000,19.385,1.163,32,NOT_INITIALIZED,3854,0,0.0000,0,0.00,0,116.63,642752,0
1.698045,0.051601,0.000000,19.384,1.162,33,NOT_INITIALIZED,3818,0,0.0000,0,0.00,0,96.90,641852,0
1.749634,0.051590,0.000000,19.382,1.161,34,NOT_INITIALIZED,3837,0,0.0000,0,0.00,0,96.92,642264,0
1.801134,0.051500,0.000000,19.382,1.161,35,NOT_INITIALIZED,3819,0,0.0000,0,0.00,0,116.50,642660,0
1.853013,0.051879,0.000000,19.376,1.161,36,NOT_INITIALIZED,3840,0,0.0000,0,0.00,0,96.38,642172,0
1.904465,0.051452,0.000000,19.376,1.162,37,NOT_INITIALIZED,3812,0,0.0000,0,0.00,0,97.18,642404,0
1.958801,0.054337,0.000000,19.345,1.498,38,NOT_INITIALIZED,3802,0,0.0000,0,0.00,0,92.02,642764,0
2.007763,0.048962,0.000000,19.377,1.775,39,NOT_INITIALIZED,3809,0,0.0000,0,0.00,0,122.54,642844,0
2.059321,0.051558,0.000000,19.376,1.775,40,NOT_INITIALIZED,3859,0,0.0000,0,0.00,0,96.98,642860,0
2.110833,0.051512,0.000000,19.377,1.775,41,NOT_INITIALIZED,3843,0,0.0000,0,0.00,0,97.06,642904,0
2.162405,0.051572,0.000000,19.379,1.775,42,NOT_INITIALIZED,3857,0,0.0000,0,0.00,0,96.95,642932,0
2.213781,0.051376,0.000000,19.381,1.776,43,NOT_INITIALIZED,3808,0,0.0000,0,0.00,0,97.32,642992,0
2.265370,0.051589,0.000000,19.379,1.776,44,NOT_INITIALIZED,3819,0,0.0000,0,0.00,0,116.30,643012,0
2.317036,0.051666,0.000000,19.380,1.775,45,NOT_INITIALIZED,3878,0,0.0000,0,0.00,0,96.78,643064,0
2.368660,0.051625,0.000000,19.378,1.774,46,NOT_INITIALIZED,3865,0,0.0000,0,0.00,0,116.22,643108,0
2.420179,0.051519,0.000000,19.407,1.593,47,NOT_INITIALIZED,3846,0,0.0000,0,0.00,0,97.05,643168,0
2.471736,0.051557,0.000000,19.387,1.492,48,NOT_INITIALIZED,3813,0,0.0000,0,0.00,0,96.98,643196,0
2.523331,0.051594,0.000000,19.391,1.489,49,NOT_INITIALIZED,3847,0,0.0000,0,0.00,0,96.91,643196,0
2.574982,0.051652,0.000000,19.389,1.489,50,NOT_INITIALIZED,3867,0,0.0000,0,0.00,0,116.16,642216,0
2.626684,0.051702,0.000000,19.387,1.489,51,NOT_INITIALIZED,3859,0,0.0000,0,0.00,0,96.71,642604,0
2.678213,0.051529,0.000000,19.391,1.487,52,NOT_INITIALIZED,3851,0,0.0000,0,0.00,0,116.44,642668,0
2.729472,0.051258,0.000000,19.396,1.491,53,NOT_INITIALIZED,3837,0,0.0000,0,0.00,0,97.55,642736,0
2.781013,0.051542,0.000000,19.398,1.491,54,NOT_INITIALIZED,3871,0,0.0000,0,0.00,0,116.41,642760,0
2.832566,0.051553,0.000000,19.397,1.490,55,NOT_INITIALIZED,3853,0,0.0000,0,0.00,0,77.59,642784,0
2.884066,0.051500,0.000000,19.395,1.488,56,NOT_INITIALIZED,3838,0,0.0000,0,0.00,0,116.50,642828,0
2.935606,0.051539,0.000000,19.393,1.487,57,NOT_INITIALIZED,3873,0,0.0000,0,0.00,0,116.42,642844,0
2.987477,0.051871,0.000000,19.390,1.490,58,NOT_INITIALIZED,3845,0,0.0000,0,0.00,0,77.11,642856,0
3.038879,0.051403,0.000000,19.390,1.490,59,NOT_INITIALIZED,3892,0,0.0000,0,0.00,0,116.72,642856,0
3.090664,0.051784,0.000000,19.403,1.422,60,NOT_INITIALIZED,3860,0,0.0000,0,0.00,0,96.55,643056,0
3.142193,0.051529,0.000000,19.390,1.368,61,NOT_INITIALIZED,3877,0,0.0000,0,0.00,0,97.03,643112,0
3.193653,0.051460,0.000000,19.390,1.368,62,NOT_INITIALIZED,3859,0,0.0000,0,0.00,0,116.59,643228,0
3.245668,0.052015,0.000000,19.385,1.376,63,NOT_INITIALIZED,3791,0,0.0000,0,0.00,0,96.13,642828,0
3.297082,0.051414,0.000000,19.387,1.378,64,NOT_INITIALIZED,3848,0,0.0000,0,0.00,0,116.70,643040,0
3.348540,0.051458,0.000000,19.387,1.378,65,NOT_INITIALIZED,3861,0,0.0000,0,0.00,0,97.17,643100,0
3.400095,0.051555,0.000000,19.391,1.374,66,NOT_INITIALIZED,3870,0,0.0000,0,0.00,0,96.98,643128,0
3.451749,0.051655,0.000000,19.389,1.374,67,NOT_INITIALIZED,3889,0,0.0000,0,0.00,0,116.16,643156,0
3.503293,0.051543,0.000000,19.424,0.951,68,NOT_INITIALIZED,3852,0,0.0000,0,0.00,0,97.01,643156,0
3.554772,0.051479,0.000000,19.392,0.278,69,NOT_INITIALIZED,3869,0,0.0000,0,0.00,0,116.55,643192,0
3.606379,0.051607,0.000000,19.392,0.278,70,NOT_INITIALIZED,3854,0,0.0000,0,0.00,0,96.89,643272,0
3.657921,0.051542,0.000000,19.391,0.278,71,NOT_INITIALIZED,3835,0,0.0000,0,0.00,0,97.01,643272,0
3.709501,0.051580,0.000000,19.391,0.278,72,NOT_INITIALIZED,3867,0,0.0000,0,0.00,0,116.33,643316,0
3.761548,0.052047,0.000000,19.383,0.314,73,NOT_INITIALIZED,3817,0,0.0000,0,0.00,0,76.85,643336,0
3.812593,0.051045,0.000000,19.390,0.368,74,NOT_INITIALIZED,3782,0,0.0000,0,0.00,0,117.54,643336,0
3.864054,0.051462,0.000000,19.392,0.368,75,NOT_INITIALIZED,3811,0,0.0000,0,0.00,0,97.16,643336,0
3.916268,0.052214,0.000000,19.385,0.431,76,NOT_INITIALIZED,3774,0,0.0000,0,0.00,0,95.76,643336,0
3.967609,0.051341,0.000000,19.387,0.439,77,NOT_INITIALIZED,3765,0,0.0000,0,0.00,0,97.39,643368,0
4.019334,0.051725,0.000000,19.385,0.442,78,NOT_INITIALIZED,3835,0,0.0000,0,0.00,0,116.00,643368,0
4.071009,0.051675,0.000000,19.384,0.443,79,NOT_INITIALIZED,3787,0,0.0000,0,0.00,0,116.11,643392,0
4.122597,0.051588,0.000000,19.385,0.442,80,NOT_INITIALIZED,3792,0,0.0000,0,0.00,0,96.92,643392,0
4.174985,0.052388,0.000000,19.376,0.522,81,NOT_INITIALIZED,3840,0,0.0000,0,0.00,0,95.44,643416,0
4.225614,0.050629,0.000000,19.387,0.624,82,NOT_INITIALIZED,3809,0,0.0000,0,0.00,0,98.76,643416,0
4.277118,0.051504,0.000000,19.384,0.613,83,NOT_INITIALIZED,3803,0,0.0000,0,0.00,0,97.08,643416,0
4.328604,0.051486,0.000000,19.385,0.614,84,NOT_INITIALIZED,3807,0,0.0000,0,0.00,0,116.54,643416,0
4.380427,0.051823,0.000000,19.382,0.619,85,NOT_INITIALIZED,3844,0,0.0000,0,0.00,0,115.78,643416,0
4.431607,0.051180,0.000000,19.386,0.636,86,NOT_INITIALIZED,3799,0,0.0000,0,0.00,0,97.69,643416,0
4.483257,0.051650,0.000000,19.384,0.636,87,NOT_INITIALIZED,3807,0,0.0000,0,0.00,0,77.44,643416,0
4.534932,0.051675,0.000000,19.387,0.628,88,NOT_INITIALIZED,3835,0,0.0000,0,0.00,0,116.11,643416,0
4.586549,0.051617,0.000000,19.384,0.625,89,NOT_INITIALIZED,3808,0,0.0000,0,0.00,0,96.87,643420,0
4.637883,0.051334,0.000000,19.390,0.627,90,NOT_INITIALIZED,3798,0,0.0000,0,0.00,0,97.40,643420,0
4.689700,0.051817,0.000000,19.386,0.633,91,NOT_INITIALIZED,3838,0,0.0000,0,0.00,0,96.49,643420,0
4.741117,0.051417,0.000000,19.387,0.634,92,NOT_INITIALIZED,3829,0,0.0000,0,0.00,0,116.69,643420,0
4.792681,0.051563,0.000000,19.392,0.615,93,NOT_INITIALIZED,3786,0,0.0000,0,0.00,0,116.36,643420,0
4.844688,0.052008,0.000000,19.385,0.630,94,NOT_INITIALIZED,3834,0,0.0000,0,0.00,0,76.91,643420,0
4.896046,0.051357,0.000000,19.386,0.634,95,NOT_INITIALIZED,3789,0,0.0000,0,0.00,0,97.36,643420,0
4.947867,0.051822,0.000000,19.383,0.639,96,NOT_INITIALIZED,3826,0,0.0000,0,0.00,0,96.49,643420,0
4.999836,0.051969,0.000000,19.379,0.652,97,NOT_INITIALIZED,3826,0,0.0000,0,0.00,0,115.45,643420,0
5.051188,0.051352,0.000000,19.381,0.658,98,NOT_INITIALIZED,3870,0,0.0000,0,0.00,0,97.37,643420,0
5.102456,0.051268,0.000000,19.384,0.667,99,NOT_INITIALIZED,3851,0,0.0000,0,0.00,0,97.53,643424,0
5.154213,0.051757,0.000000,19.382,0.669,100,NOT_INITIALIZED,3840,0,0.0000,0,0.00,0,96.61,643428,0
5.205456,0.051243,0.000000,19.386,0.680,101,NOT_INITIALIZED,3781,0,0.0000,0,0.00,0,117.09,643428,0
5.257708,0.052252,0.000000,19.377,0.718,102,NOT_INITIALIZED,3877,0,0.0000,0,0.00,0,114.83,643428,0
5.309078,0.051370,0.000000,19.386,0.705,103,NOT_INITIALIZED,3824,0,0.0000,0,0.00,0,97.33,643428,0
5.360744,0.051666,0.000000,19.378,0.678,104,NOT_INITIALIZED,3761,0,0.0000,0,0.00,0,77.42,643428,0
5.412125,0.051381,0.000000,19.379,0.681,105,NOT_INITIALIZED,3773,0,0.0000,0,0.00,0,97.31,643428,0
5.463503,0.051378,0.000000,19.389,0.648,106,NOT_INITIALIZED,3660,0,0.0000,0,0.00,0,116.78,643428,0
5.515427,0.051924,0.000000,19.382,0.654,107,NOT_INITIALIZED,3599,0,0.0000,0,0.00,0,96.29,643428,0
5.567083,0.051656,0.000000,19.383,0.652,108,NOT_INITIALIZED,3691,0,0.0000,0,0.00,0,96.79,643428,0
5.618357,0.051274,0.000000,19.388,0.661,109,NOT_INITIALIZED,3641,0,0.0000,0,0.00,0,117.02,643736,0
5.669896,0.051538,0.000000,19.389,0.661,110,NOT_INITIALIZED,3505,0,0.0000,0,0.00,0,77.61,643736,0
5.721251,0.051355,0.000000,19.402,0.597,111,NOT_INITIALIZED,3345,0,0.0000,0,0.00,0,97.36,643736,0
5.770185,0.048934,0.029879,19.423,1.047,1,OK,1003,0,0.0000,0,100.00,0,143.05,646148,0
5.822182,0.051997,0.006720,19.417,1.062,1,OK,1002,0,0.4960,497,100.00,0,96.16,648936,0
5.873691,0.051509,0.003967,19.416,1.062,1,OK,1004,0,0.4253,427,100.00,0,77.66,649648,0
5.925722,0.052031,0.003434,19.414,1.072,1,OK,1001,0,0.4236,424,100.00,0,115.32,651276,0
5.977797,0.052074,0.003526,19.403,1.082,1,OK,1002,0,0.4870,488,100.00,0,96.02,652412,0
6.029093,0.051297,0.003720,19.407,1.085,2,OK,1005,0,0.5214,524,100.00,0,58.48,652412,0
6.080941,0.051848,0.004233,19.405,1.089,1,OK,1003,0,0.4835,485,100.00,0,96.44,653516,0
6.132536,0.051595,0.004535,19.405,1.089,2,OK,1003,0,0.5533,555,100.00,0,77.53,653868,0
6.184284,0.051748,0.004152,19.400,1.089,3,OK,1001,0,0.5335,534,100.00,0,57.97,653868,0
6.235913,0.051629,0.004085,19.402,1.085,1,OK,1004,0,0.5129,515,100.00,0,116.21,655104,0
6.287527,0.051614,0.004046,19.400,1.084,1,OK,1002,0,0.5469,548,100.00,0,116.25,656012,0
6.339179,0.051653,0.004167,19.399,1.085,2,OK,1001,0,0.5584,559,100.00,0,58.08,656012,0
6.390844,0.051664,0.004191,19.403,1.073,1,OK,1003,0,0.5523,554,100.00,0,154.85,657272,0
6.442257,0.051414,0.004333,19.402,1.072,1,OK,1004,0,0.5508,553,100.00,0,116.70,658096,0
6.493997,0.051740,0.004034,19.403,1.070,1,OK,1003,0,0.5404,542,100.00,0,115.96,658464,0
6.545498,0.051500,0.004194,19.409,1.059,2,OK,1003,0,0.5743,576,100.00,0,38.83,658816,0
6.597124,0.051626,0.004476,19.406,1.058,1,OK,1002,0,0.5669,568,100.00,0,135.59,659084,0
6.648681,0.051556,0.004589,19.402,1.053,1,OK,1001,0,0.5554,556,100.00,0,116.38,659084,0
6.700416,0.051735,0.004337,19.402,1.053,1,OK,1002,0,0.5200,521,100.00,0,135.30,659856,0
6.752454,0.052038,0.004147,19.392,1.060,2,OK,1006,0,0.5417,545,100.00,0,76.87,659912,0
6.803499,0.051045,0.004108,19.408,1.047,1,OK,1002,0,0.5489,550,100.00,0,117.54,660260,0
6.855067,0.051569,0.004168,19.405,1.045,1,OK,1002,0,0.5250,526,100.00,0,135.74,660588,0
6.906884,0.051817,0.003976,19.403,1.049,2,OK,1004,0,0.5408,543,100.00,0,57.90,660736,0
6.958314,0.051430,0.004375,19.403,1.048,1,OK,1003,0,0.5553,557,100.00,0,116.66,661508,0
7.010109,0.051795,0.004348,19.397,1.050,1,OK,1005,0,0.5473,550,100.00,0,154.46,662548,0
7.062351,0.052242,0.004111,19.393,1.069,1,OK,1001,0,0.5395,540,100.00,0,114.85,662576,0
7.113945,0.051594,0.004309,19.394,1.069,1,OK,1005,0,0.5383,541,100.00,0,116.29,663552,0
7.165711,0.051765,0.004179,19.388,1.065,2,OK,1005,0,0.5493,552,100.00,0,96.59,663732,0
7.217207,0.051496,0.004648,19.388,1.066,1,OK,1006,0,0.5348,538,100.00,0,135.93,664336,0
7.269011,0.051805,0.003814,19.383,1.065,1,OK,1004,0,0.5100,512,100.00,0,135.12,664488,0
7.320490,0.051479,0.003870,19.351,0.473,1,OK,1004,0,0.5139,516,100.00,0,135.98,664868,0
7.372135,0.051645,0.003805,19.355,0.459,2,OK,1004,0,0.5309,533,100.00,0,38.73,665220,0
7.423895,0.051760,0.004043,19.352,0.456,1,OK,1002,0,0.5140,515,100.00,0,154.56,665432,0
7.475690,0.051795,0.004727,19.355,0.440,1,OK,994,0,0.5171,514,100.00,0,135.15,666696,0
7.527177,0.051488,0.004308,19.363,0.419,1,OK,1003,0,0.5284,530,100.00,0,135.95,666892,0
7.578777,0.051600,0.003753,19.359,0.400,1,OK,988,0,0.4808,475,100.00,0,155.04,667452,0
7.630312,0.051535,0.003918,19.363,0.396,1,OK,992,0,0.4919,488,100.00,0,135.83,668484,0
7.682018,0.051706,0.003672,19.361,0.396,1,OK,1001,0,0.4585,459,100.00,0,135.38,668844,0
7.733501,0.051483,0.003858,19.365,0.399,2,OK,995,0,0.4864,484,100.00,0,58.27,669196,0
7.785323,0.051822,0.003861,19.362,0.404,1,OK,995,0,0.4583,456,100.00,0,154.38,670140,0
7.837069,0.051746,0.003908,19.361,0.405,1,OK,984,0,0.4746,467,100.00,0,154.60,670320,0
7.888789,0.051720,0.003876,19.360,0.406,2,OK,988,0,0.4221,417,100.00,0,77.34,670636,0
7.940373,0.051584,0.004028,19.361,0.406,1,OK,980,0,0.4071,399,100.00,0,135.70,670860,0
7.992037,0.051664,0.003553,19.358,0.397,1,OK,982,0,0.4460,438,100.00,0,154.85,671228,0
8.043639,0.051602,0.003859,19.359,0.397,2,OK,984,0,0.4604,453,100.00,0,77.52,671288,0
8.095349,0.051710,0.003770,19.357,0.393,1,OK,993,0,0.4401,437,100.00,0,135.37,671936,0
8.146895,0.051546,0.003636,19.358,0.395,2,OK,985,0,0.4701,463,100.00,0,58.20,672092,0
8.198571,0.051676,0.005496,19.356,0.393,3,OK,981,0,0.4638,455,100.00,0,58.05,672092,0
8.250288,0.051717,0.004408,19.356,0.393,4,OK,985,0,0.4670,460,100.00,0,77.34,672092,0
8.301733,0.051445,0.004115,19.364,0.376,1,OK,984,0,0.4380,431,100.00,0,155.51,672656,0
8.353544,0.051811,0.004043,19.354,0.312,2,OK,982,0,0.4827,474,100.00,0,57.90,672656,0
8.404924,0.051380,0.004485,19.357,0.327,1,OK,978,0,0.4611,451,100.00,0,136.24,673280,0
8.456316,0.051393,0.004154,19.362,0.335,1,OK,979,0,0.4954,485,100.00,0,175.12,674424,0
8.508097,0.051781,0.004833,19.358,0.328,2,OK,981,0,0.5127,503,100.00,0,77.25,674776,0
8.560395,0.052298,0.004706,19.351,0.394,1,OK,978,0,0.4755,465,100.00,0,152.97,674892,0
8.611720,0.051325,0.004531,19.363,0.357,2,OK,981,0,0.4873,478,100.00,0,58.45,674988,0
8.663416,0.051696,0.004064,19.361,0.357,1,OK,974,0,0.4692,457,100.00,0,154.75,674988,0
8.714852,0.051436,0.004495,19.366,0.362,2,OK,985,0,0.4934,486,100.00,0,77.77,674988,0
8.766677,0.051825,0.004082,19.361,0.363,1,OK,982,0,0.4613,453,100.00,0,154.37,675024,0
8.818482,0.051806,0.003762,19.361,0.364,1,OK,977,0,0.4637,453,100.00,0,154.42,675760,0
8.870062,0.051580,0.004074,19.360,0.359,2,OK,985,0,0.4690,462,100.00,0,77.55,676092,0
8.921734,0.051672,0.003810,19.360,0.359,1,OK,980,0,0.4276,419,100.00,0,135.47,676512,0
8.974426,0.052692,0.003700,19.348,0.508,2,OK,980,0,0.4500,441,100.00,0,75.91,676512,0
9.025379,0.050953,0.005224,19.359,0.567,1,OK,991,0,0.4289,425,100.00,0,157.01,676532,0
9.077213,0.051835,0.004791,19.354,0.567,2,OK,997,0,0.4343,433,100.00,0,77.17,676532,0
9.128869,0.051656,0.003918,19.354,0.566,1,OK,997,0,0.4022,401,100.00,0,135.51,676736,0
9.180805,0.051936,0.003500,19.349,0.571,2,OK,993,0,0.4481,445,100.00,0,77.02,676736,0
9.232478,0.051673,0.004016,19.349,0.571,1,OK,1003,0,0.4098,411,100.00,0,154.82,677644,0
9.285108,0.052631,0.003701,19.335,0.654,1,OK,1002,0,0.4401,441,100.00,0,152.00,678708,0
9.335702,0.050593,0.003603,19.350,0.761,1,OK,1005,0,0.4080,410,100.00,0,158.12,679204,0
9.387429,0.051727,0.003624,19.350,0.761,2,OK,1003,0,0.4257,427,100.00,0,77.33,679380,0
9.439295,0.051866,0.003975,19.349,0.763,1,OK,1000,0,0.3920,392,100.00,0,154.25,679896,0
9.490987,0.051692,0.004568,19.347,0.762,2,OK,1005,0,0.3881,390,100.00,0,77.38,680040,0
9.542592,0.051606,0.004431,19.348,0.763,1,OK,1005,0,0.3751,377,100.00,0,174.40,680448,0
9.594213,0.051620,0.003612,19.348,0.763,2,OK,1007,0,0.3942,397,100.00,0,58.12,680592,0
9.646290,0.052078,0.003870,19.343,0.775,1,OK,1005,0,0.3950,397,100.00,0,172.82,681492,0
9.698494,0.052203,0.003781,19.335,0.792,2,OK,1006,0,0.4115,414,100.00,0,95.78,681492,0
9.749723,0.051229,0.004765,19.340,0.810,1,OK,1008,0,0.3800,383,100.00,0,136.64,681924,0
9.801659,0.051936,0.005963,19.338,0.814,2,OK,1004,0,0.4442,446,100.00,0,134.78,681956,0
9.853157,0.051498,0.003762,19.337,0.812,1,OK,1009,0,0.4133,417,100.00,0,155.35,682788,0
9.904794,0.051637,0.003830,19.339,0.812,2,OK,1005,0,0.4050,407,100.00,0,77.46,682916,0
9.956685,0.051891,0.003890,19.333,0.805,1,OK,1007,0,0.3833,386,100.00,0,154.17,684020,0
10.008430,0.051746,0.004561,19.328,0.796,2,OK,1005,0,0.3741,376,100.00,0,96.63,684404,0
10.060243,0.051813,0.004089,19.328,0.796,1,OK,1007,0,0.3823,385,100.00,0,154.40,685364,0
10.112080,0.051837,0.003860,19.334,0.772,2,OK,1006,0,0.3857,388,100.00,0,96.46,685364,0
10.164246,0.052167,0.003621,19.323,0.772,1,OK,1009,0,0.3617,365,100.00,0,153.35,685644,0
10.215758,0.051512,0.004362,19.326,0.777,2,OK,1006,0,0.3777,380,100.00,0,97.07,685860,0
10.267326,0.051569,0.003616,19.324,0.771,1,OK,1009,0,0.3627,366,100.00,0,155.13,687128,0
10.319370,0.052044,0.003633,19.321,0.778,2,OK,1009,0,0.3766,380,100.00,0,115.29,687480,0
10.371158,0.051788,0.003929,19.321,0.778,1,OK,1008,0,0.3571,360,100.00,0,154.48,687728,0
10.422891,0.051733,0.004473,19.320,0.775,2,OK,1010,0,0.3693,373,100.00,0,115.98,687796,0
10.474821,0.051930,0.004254,19.316,0.776,1,OK,1009,0,0.3598,363,100.00,0,154.05,688696,0
10.526433,0.051612,0.004108,19.330,0.704,2,OK,1005,0,0.3602,362,100.00,0,116.25,688900,0
10.578725,0.052292,0.003915,19.313,0.671,1,OK,1009,0,0.3568,360,100.00,0,152.99,689252,0
10.629860,0.051135,0.003992,19.322,0.707,2,OK,1009,0,0.3548,358,100.00,0,117.34,689632,0
10.681825,0.051965,0.003558,19.318,0.710,1,OK,1002,0,0.3663,367,100.00,0,134.71,690508,0
10.734332,0.052507,0.003952,19.311,0.753,2,OK,1006,0,0.3817,384,100.00,0,114.27,690540,0
10.785371,0.051039,0.004776,19.319,0.796,1,OK,1008,0,0.3661,369,100.00,0,156.74,691488,0
10.837409,0.052038,0.003698,19.326,0.740,2,OK,1004,0,0.3914,393,100.00,0,153.73,691548,0
10.889862,0.052453,0.004074,19.303,0.656,1,OK,1008,0,0.3740,377,100.00,0,152.52,691796,0
10.940630,0.050768,0.005027,19.315,0.749,2,OK,1006,0,0.4284,431,100.00,0,118.18,691796,0
10.993001,0.052370,0.004295,19.309,0.776,1,OK,1007,0,0.3982,401,100.00,0,152.76,692184,0
11.045090,0.052089,0.005438,19.304,0.782,2,OK,1004,0,0.4293,431,100.00,0,134.38,692532,0
11.096850,0.051760,0.004180,19.302,0.779,3,OK,1008,0,0.4325,436,100.00,0,77.28,692532,0
11.148813,0.051962,0.004817,19.298,0.777,4,OK,1006,0,0.4344,437,100.00,0,57.73,692708,0
11.200585,0.051772,0.004634,19.301,0.772,1,OK,1006,0,0.4076,410,100.00,0,173.84,693800,0
11.252241,0.051656,0.004306,19.308,0.761,2,OK,1005,0,0.4328,435,100.00,0,135.51,693864,0
11.304206,0.051965,0.004317,19.299,0.735,1,OK,1005,0,0.4289,431,100.00,0,153.95,695148,0
11.356148,0.051942,0.004886,19.299,0.735,2,OK,1009,0,0.4381,442,100.00,0,154.02,695324,0
11.408014,0.051866,0.004664,19.294,0.726,1,OK,1003,0,0.4407,442,100.00,0,134.96,696236,0
11.459551,0.051537,0.004866,19.296,0.730,2,OK,1006,0,0.4473,450,100.00,0,174.63,696412,0
11.511712,0.052161,0.005084,19.292,0.739,1,OK,1006,0,0.4423,445,100.00,0,153.37,696708,0
11.563732,0.052020,0.004780,19.289,0.741,2,OK,1005,0,0.4826,485,100.00,0,134.56,696980,0
11.615068,0.051336,0.004443,19.295,0.762,3,OK,1005,0,0.4925,495,100.00,0,58.44,696984,0
11.667305,0.052237,0.004538,19.290,0.775,4,OK,1009,0,0.4599,464,100.00,0,76.57,697224,0
11.719010,0.051705,0.004635,19.296,0.767,1,OK,1007,0,0.4280,431,100.00,0,174.06,697224,0
11.770920,0.051910,0.005181,19.291,0.759,2,OK,1007,0,0.4588,462,100.00,0,134.85,698324,0
11.822985,0.052065,0.005171,19.284,0.757,1,OK,1006,0,0.4463,449,100.00,0,153.66,698324,0
11.874588,0.051603,0.004911,19.290,0.759,2,OK,1007,0,0.4608,464,100.00,0,135.65,698396,0
11.926834,0.052245,0.005538,19.284,0.771,1,OK,1005,0,0.4418,444,100.00,0,153.12,698544,0
11.978334,0.051500,0.004716,19.287,0.780,2,OK,1008,0,0.4573,461,100.00,0,135.92,696356,0
12.030266,0.051932,0.004412,19.287,0.780,1,OK,1007,0,0.4449,448,100.00,0,154.05,698296,0
12.081954,0.051688,0.005095,19.286,0.777,2,OK,1006,0,0.4583,461,100.00,0,135.43,698328,0
